RealTime,UnityTime,GazeValid,GazeOriginX,GazeOriginY,GazeOriginZ,GazeRotX,GazeRotY,GazeRotZ,GazeRotW,GazeDirX,GazeDirY,GazeDirZ,HitPainting,ImageX,ImageY,HitPointX,HitPointY,HitPointZ,HitDistance
2026-08-21 14:51:01.732,4.164497,True,18.88317,1.01926,-8.690154,-0.07688259,-0.555077,0.00937484,0.8281852,-0.9208546,0.1169385,0.3719573,False,-1,-1,0,0,0,-1
2026-08-21 14:51:01.764,4.207498,True,18.88312,1.019026,-8.68975,-0.07503764,-0.5578419,0.008726044,0.8265021,-0.9234245,0.114302,0.3663635,False,-1,-1,0,0,0,-1
2026-08-21 14:51:01.798,4.241059,True,18.88298,1.018952,-8.68964,-0.07401098,-0.5604861,0.008354373,0.8248078,-0.9258232,0.1127246,0.3607555,False,-1,-1,0,0,0,-1
2026-08-21 14:51:01.842,4.285571,True,18.88278,1.018913,-8.689788,-0.07300358,-0.5637851,0.009197545,0.8226374,-0.9289243,0.1097401,0.3536338,False,-1,-1,0,0,0,-1
2026-08-21 14:51:01.887,4.329727,True,18.88282,1.018833,-8.689856,-0.0735456,-0.5654042,0.009389115,0.821475,-0.9303117,0.1102144,0.3498183,False,-1,-1,0,0,0,-1
2026-08-21 14:51:01.930,4.374395,True,18.88295,1.018703,-8.689753,-0.07100669,-0.5670929,0.01043116,0.8205212,-0.9321047,0.1046941,0.3467273,False,-1,-1,0,0,0,-1
2026-08-21 14:51:01.977,4.420125,True,18.88318,1.018815,-8.689541,-0.07169195,-0.5692508,0.009559374,0.8189765,-0.9337767,0.1065447,0.3416275,False,-1,-1,0,0,0,-1
2026-08-21 14:51:02.020,4.463208,True,18.88363,1.018998,-8.689429,-0.07051966,-0.5690243,0.01097235,0.8192178,-0.9338573,0.1030549,0.3424766,False,-1,-1,0,0,0,-1
2026-08-21 14:51:02.053,4.496669,True,18.88391,1.019086,-8.689285,-0.07458653,-0.5749038,0.008749534,0.8147674,-0.938131,0.1114811,0.3278448,False,-1,-1,0,0,0,-1
2026-08-21 14:51:02.087,4.530493,True,18.88427,1.019209,-8.68908,-0.07203586,-0.577057,0.01056336,0.8134522,-0.9403384,0.1050041,0.3236321,False,-1,-1,0,0,0,-1
2026-08-21 14:51:02.130,4.574212,True,18.88474,1.019138,-8.688716,-0.06845953,-0.5782679,0.01188979,0.8128827,-0.9417558,0.09754817,0.3218391,False,-1,-1,0,0,0,-1
2026-08-21 14:51:02.175,4.618925,True,18.8857,1.019188,-8.688104,-0.0657542,-0.576382,0.01125663,0.8144529,-0.9403524,0.09413116,0.3269202,False,-1,-1,0,0,0,-1
2026-08-21 14:51:02.219,4.663161,True,18.8874,1.019676,-8.686775,-0.06402937,-0.5708197,0.009907467,0.8185151,-0.9357178,0.09350727,0.3401303,False,-1,-1,0,0,0,-1
2026-08-21 14:51:02.264,4.707586,True,18.8905,1.020145,-8.684032,-0.06243552,-0.5542168,0.007501517,0.8299935,-0.9209295,0.09532723,0.3778911,False,-1,-1,0,0,0,-1
2026-08-21 14:51:02.297,4.741122,True,18.89353,1.020555,-8.681374,-0.05623109,-0.5273688,0.006997899,0.8477448,-0.8949353,0.08795828,0.4374405,False,-1,-1,0,0,0,-1
2026-08-21 14:51:02.331,4.774502,True,18.89779,1.021265,-8.678053,-0.067019,-0.4284676,-0.005224112,0.9010531,-0.7714438,0.1252521,0.623848,False,-1,-1,0,0,0,-1
2026-08-21 14:51:02.375,4.818561,True,18.90401,1.023511,-8.673925,-0.07506852,-0.3948653,-0.005527917,0.9156504,-0.7222872,0.1418386,0.6768922,False,-1,-1,0,0,0,-1
2026-08-21 14:51:02.409,4.852032,True,18.90816,1.026198,-8.671659,-0.08988808,-0.3669469,-0.006369113,0.9258669,-0.678343,0.1711231,0.7145402,False,-1,-1,0,0,0,-1
2026-08-21 14:51:02.443,4.88658,True,18.90924,1.028832,-8.671371,-0.09992712,-0.3515256,-0.01061637,0.9307694,-0.6522568,0.1934821,0.7328886,False,-1,-1,0,0,0,-1
2026-08-21 14:51:02.487,4.9305,True,18.90985,1.034378,-8.671566,-0.1163772,-0.3383951,-0.01726522,0.9336204,-0.6278466,0.2289891,0.7438902,False,-1,-1,0,0,0,-1
2026-08-21 14:51:02.530,4.974132,True,18.9108,1.038037,-8.671119,-0.1405765,-0.3182287,-0.01054301,0.9374741,-0.593698,0.2702838,0.7579376,False,-1,-1,0,0,0,-1
2026-08-21 14:51:02.564,5.00755,True,18.9109,1.039049,-8.670363,-0.1464601,-0.3092445,-0.003548223,0.9396301,-0.5801116,0.2774311,0.7658346,False,-1,-1,0,0,0,-1
2026-08-21 14:51:02.598,5.041338,True,18.91051,1.039569,-8.669826,-0.1505423,-0.304513,-0.005425459,0.9405208,-0.5711681,0.2864806,0.7692177,False,-1,-1,0,0,0,-1
