RealTime,UnityTime,GazeValid,GazeOriginX,GazeOriginY,GazeOriginZ,GazeRotX,GazeRotY,GazeRotZ,GazeRotW,GazeDirX,GazeDirY,GazeDirZ,HitPainting,ImageX,ImageY,HitPointX,HitPointY,HitPointZ,HitDistance
2026-06-29 12:40:09.351,0,False,19.099,1.36144,-9.44,0,0,0,0,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 12:40:09.596,0.0643399,False,18.48897,0.783564,-9.435711,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 12:40:09.686,0.1542277,False,18.47589,0.7197794,-9.440827,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 12:40:09.727,0.1959017,False,18.46864,0.7239304,-9.443395,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 12:40:09.771,0.2399417,False,18.45762,0.7299315,-9.448437,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 12:40:09.814,0.282467,False,18.44742,0.7360047,-9.454836,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 12:40:09.846,0.3158672,False,18.44189,0.7412173,-9.461449,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 12:40:09.891,0.3601356,False,18.43935,0.7482467,-9.473742,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 12:40:09.936,0.4051617,False,18.44133,0.7565747,-9.487646,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 12:40:09.970,0.4396413,False,18.44414,0.7640737,-9.499603,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 12:40:10.014,0.4822818,False,18.44875,0.7751398,-9.515497,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 12:40:10.047,0.5157262,False,18.45377,0.7849275,-9.527427,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 12:40:10.091,0.5600379,False,18.4636,0.7997746,-9.540878,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 12:40:10.125,0.5935427,False,18.47374,0.8118148,-9.548826,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 12:40:10.158,0.6278203,False,18.48652,0.8242433,-9.555098,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 12:40:10.193,0.6622011,False,18.50229,0.8362336,-9.558526,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 12:40:10.235,0.7032731,False,18.52155,0.8473157,-9.559013,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 12:40:10.274,0.7422553,False,18.55012,0.8604116,-9.556353,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 12:40:10.315,0.7837602,False,18.58137,0.8694094,-9.547419,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 12:40:10.360,0.8281784,False,18.61398,0.873293,-9.532057,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 12:40:10.393,0.8619454,False,18.63828,0.8721394,-9.516119,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 12:40:10.439,0.9068393,False,18.67055,0.864544,-9.489893,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 12:40:10.480,0.9491602,False,18.70406,0.8502858,-9.459814,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 12:40:10.514,0.98297,False,18.73018,0.8346094,-9.435784,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 12:40:10.549,1.0173,False,18.75874,0.8148569,-9.411098,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 12:40:10.592,1.060422,False,18.79974,0.7846268,-9.380128,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 12:40:10.627,1.095061,False,18.83363,0.7610502,-9.357875,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 12:40:10.671,1.139055,False,18.88103,0.73386,-9.331951,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 12:40:10.705,1.173697,False,18.9176,0.7187936,-9.315199,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 12:40:10.749,1.217711,False,18.96188,0.7047042,-9.294989,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 12:40:10.783,1.251742,False,18.99086,0.6996863,-9.281463,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 12:40:10.817,1.285271,False,19.01493,0.6960794,-9.266986,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 12:40:10.850,1.31877,False,19.02473,0.6904323,-9.262031,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 12:40:10.883,1.352409,False,19.03383,0.6854096,-9.249716,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 12:40:10.918,1.386168,False,19.03705,0.6811374,-9.240467,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 12:40:10.951,1.419533,False,19.0404,0.6748894,-9.233553,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 12:40:10.995,1.4638,False,19.04005,0.6647444,-9.226099,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 12:40:11.029,1.497225,False,19.04005,0.6600316,-9.226357,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 12:40:11.063,1.530749,False,19.03936,0.6570398,-9.223915,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
