RealTime,UnityTime,GazeValid,GazeOriginX,GazeOriginY,GazeOriginZ,GazeRotX,GazeRotY,GazeRotZ,GazeRotW,GazeDirX,GazeDirY,GazeDirZ,HitPainting,ImageX,ImageY,HitPointX,HitPointY,HitPointZ,HitDistance
2026-06-29 11:37:52.433,0,False,19.099,1.36144,-9.44,0,0,0,0,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 11:37:53.009,0.205036,False,22.13186,1.145013,-6.084639,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 11:37:56.064,0.2974414,False,22.12383,1.173402,-6.069006,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 11:37:56.150,0.6307747,False,22.14115,1.437912,-6.334665,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 11:37:56.188,0.6712953,False,22.15217,1.437425,-6.346722,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 11:37:56.223,0.7065166,False,22.15545,1.435861,-6.349274,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 11:37:56.266,0.7497447,False,22.15829,1.434364,-6.350805,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 11:37:56.300,0.7842388,False,22.16085,1.433011,-6.352211,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 11:37:56.343,0.8268673,False,22.1638,1.431718,-6.355005,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 11:37:56.387,0.8714693,False,22.16674,1.429375,-6.359807,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 11:37:56.421,0.9048949,False,22.16884,1.427512,-6.364853,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 11:37:56.454,0.9388375,False,22.17048,1.425853,-6.371429,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 11:37:56.500,0.9837687,False,22.17174,1.423311,-6.381622,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 11:37:56.542,1.026283,False,22.17154,1.420222,-6.394093,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 11:37:56.576,1.06034,False,22.17047,1.418031,-6.404007,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 11:37:56.610,1.094263,False,22.1674,1.415219,-6.415323,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 11:37:56.654,1.138529,False,22.16155,1.411529,-6.429724,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 11:37:56.700,1.18367,False,22.15496,1.407893,-6.442274,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 11:37:56.743,1.226703,False,22.14939,1.404063,-6.45323,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 11:37:56.776,1.260056,False,22.14685,1.399695,-6.460218,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 11:37:56.811,1.294432,False,22.14569,1.394035,-6.467329,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 11:37:56.850,1.333871,False,22.14479,1.387628,-6.474096,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 11:37:56.887,1.370637,False,22.14461,1.379516,-6.482596,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 11:37:56.920,1.404237,False,22.14554,1.37413,-6.487988,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 11:37:56.953,1.437737,False,22.14651,1.369236,-6.493468,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 11:37:56.998,1.482338,False,22.14831,1.36334,-6.500812,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
