RealTime,UnityTime,GazeValid,GazeOriginX,GazeOriginY,GazeOriginZ,GazeRotX,GazeRotY,GazeRotZ,GazeRotW,GazeDirX,GazeDirY,GazeDirZ,HitPainting,ImageX,ImageY,HitPointX,HitPointY,HitPointZ,HitDistance
2026-08-17 15:09:48.522,15.92147,True,18.82628,1.151954,-8.590131,0.1154777,-0.5112412,-0.03907663,0.8507469,-0.8788987,-0.1565294,0.4505947,False,-1,-1,0,0,0,-1
2026-08-17 15:09:48.550,15.96008,True,18.8261,1.152051,-8.590318,0.1155703,-0.5119236,-0.03915098,0.8503205,-0.8796476,-0.156459,0.4491556,False,-1,-1,0,0,0,-1
2026-08-17 15:09:48.587,15.99783,True,18.82604,1.152124,-8.590392,0.114673,-0.5122532,-0.03903838,0.8502487,-0.8800384,-0.1550061,0.4488936,False,-1,-1,0,0,0,-1
2026-08-17 15:09:48.631,16.04148,True,18.82604,1.152067,-8.590383,0.1144323,-0.5121115,-0.0387644,0.850379,-0.8798494,-0.1549182,0.4492941,False,-1,-1,0,0,0,-1
2026-08-17 15:09:48.665,16.07571,True,18.82602,1.152062,-8.59027,0.1142929,-0.5116604,-0.03814347,0.8506973,-0.8792552,-0.1554242,0.4502816,False,-1,-1,0,0,0,-1
2026-08-17 15:09:48.709,16.11974,True,18.826,1.152061,-8.59027,0.1141546,-0.5110243,-0.03766134,0.8511196,-0.878484,-0.1558267,0.4516458,False,-1,-1,0,0,0,-1
2026-08-17 15:09:48.742,16.15311,True,18.82606,1.152138,-8.590342,0.1139197,-0.5103503,-0.03786288,0.8515464,-0.8778006,-0.1553692,0.4531298,False,-1,-1,0,0,0,-1
2026-08-17 15:09:48.786,16.1973,True,18.82631,1.15255,-8.590374,0.1127492,-0.5085034,-0.03799384,0.8528003,-0.8758712,-0.1536651,0.4574239,False,-1,-1,0,0,0,-1
2026-08-17 15:09:48.820,16.23078,True,18.82679,1.153146,-8.590162,0.1107797,-0.5051072,-0.03780432,0.8550822,-0.8721921,-0.1512609,0.4651892,False,-1,-1,0,0,0,-1
2026-08-17 15:09:48.863,16.27525,True,18.82782,1.154531,-8.589348,0.1067625,-0.4976015,-0.03703339,0.8600134,-0.8637955,-0.1467787,0.4819891,False,-1,-1,0,0,0,-1
