RealTime,UnityTime,GazeValid,GazeOriginX,GazeOriginY,GazeOriginZ,GazeRotX,GazeRotY,GazeRotZ,GazeRotW,GazeDirX,GazeDirY,GazeDirZ,HitPainting,ImageX,ImageY,HitPointX,HitPointY,HitPointZ,HitDistance
2026-06-29 14:52:39.862,0,False,19.099,1.36144,-9.44,0,0,0,0,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 14:52:40.073,0.05523539,False,22.0954,1.074271,-6.201793,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 14:52:41.667,0.3885687,False,22.09512,0.993442,-6.202681,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 14:52:41.706,0.4289743,False,22.09383,0.9935461,-6.202602,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 14:52:41.757,0.4796101,False,22.09353,0.9933958,-6.202352,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 14:52:41.796,0.5187153,False,22.09319,0.993267,-6.20205,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 14:52:41.831,0.553124,False,22.09587,0.9931612,-6.203672,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 14:52:41.875,0.5968902,False,22.09556,0.9934712,-6.203071,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 14:52:41.908,0.6307134,False,22.0952,0.9934824,-6.202615,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 14:52:41.952,0.6743125,False,22.09443,0.9931335,-6.20217,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 14:52:41.997,0.718669,False,22.09675,0.9929647,-6.203683,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 14:52:42.030,0.7521986,False,22.09662,0.9932297,-6.203223,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 14:52:42.064,0.7857418,False,22.09608,0.9932479,-6.202772,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 14:52:42.097,0.8191589,False,22.09872,0.9933289,-6.204319,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 14:52:42.141,0.8636441,False,22.09794,0.9934508,-6.20384,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 14:52:42.175,0.8974081,False,22.09775,0.9933345,-6.203881,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
2026-06-29 14:52:42.209,0.9310469,False,22.09771,0.9933188,-6.20391,0,0,0,1,0,0,1,False,-1,-1,0,0,0,-1
