RealTime,UnityTime,GazeValid,GazeOriginX,GazeOriginY,GazeOriginZ,GazeRotX,GazeRotY,GazeRotZ,GazeRotW,GazeDirX,GazeDirY,GazeDirZ,HitPainting,ImageX,ImageY,HitPointX,HitPointY,HitPointZ,HitDistance
2026-08-21 13:14:32.383,15.30935,True,18.80034,1.086017,-8.368315,0.04508603,-0.5140819,0.05239453,0.8549514,-0.8743055,-0.1309629,0.4673741,False,-1,-1,0,0,0,-1
2026-08-21 13:14:32.406,15.35214,True,18.80066,1.08623,-8.368065,0.04616995,-0.5129358,0.05505149,0.8554148,-0.8724623,-0.1354647,0.4695303,False,-1,-1,0,0,0,-1
2026-08-21 13:14:32.441,15.38759,True,18.80141,1.086242,-8.367723,0.04879882,-0.5117443,0.05547341,0.8559551,-0.8706462,-0.1403156,0.471473,False,-1,-1,0,0,0,-1
2026-08-21 13:14:32.487,15.43178,True,18.80212,1.08667,-8.367351,0.04887481,-0.5100373,0.05572444,0.8569527,-0.8687087,-0.1406099,0.4749464,False,-1,-1,0,0,0,-1
2026-08-21 13:14:32.518,15.46515,True,18.8026,1.087137,-8.366652,0.04694347,-0.5092239,0.05759837,0.8574204,-0.8678302,-0.1391615,0.4769747,False,-1,-1,0,0,0,-1
2026-08-21 13:14:32.562,15.50924,True,18.80327,1.087423,-8.366055,0.04660734,-0.506513,0.05851473,0.858981,-0.8647157,-0.1393466,0.4825447,False,-1,-1,0,0,0,-1
2026-08-21 13:14:32.597,15.54419,True,18.80396,1.087954,-8.365208,0.04555285,-0.5025021,0.05895653,0.8613598,-0.8602989,-0.1377263,0.4908332,False,-1,-1,0,0,0,-1
2026-08-21 13:14:32.640,15.58729,True,18.80511,1.088704,-8.364371,0.04509546,-0.4947007,0.06113396,0.8657368,-0.8510475,-0.1385676,0.5064753,False,-1,-1,0,0,0,-1
2026-08-21 13:14:32.673,15.62104,True,18.80575,1.089221,-8.363836,0.04635089,-0.487713,0.0619998,0.8695652,-0.842449,-0.1410865,0.5199753,False,-1,-1,0,0,0,-1
2026-08-21 13:14:32.718,15.665,True,18.80628,1.09004,-8.363778,0.04801595,-0.4780826,0.06428079,0.8746426,-0.8301297,-0.1454566,0.5382631,False,-1,-1,0,0,0,-1
2026-08-21 13:14:32.751,15.69865,True,18.80641,1.090716,-8.364152,0.05033473,-0.4721503,0.06642146,0.8775698,-0.8220031,-0.1510663,0.549081,False,-1,-1,0,0,0,-1
2026-08-21 13:14:32.785,15.73254,True,18.80635,1.0914,-8.365191,0.05344392,-0.4647666,0.06940027,0.8810899,-0.8115842,-0.1586877,0.5622714,False,-1,-1,0,0,0,-1
2026-08-21 13:14:32.829,15.77631,True,18.80659,1.092465,-8.366632,0.05781928,-0.4513431,0.07360149,0.8874285,-0.7925582,-0.16906,0.5858927,False,-1,-1,0,0,0,-1
2026-08-21 13:14:32.862,15.80977,True,18.80703,1.093802,-8.36826,0.06512148,-0.4363808,0.07536682,0.894232,-0.7706353,-0.1822447,0.610662,False,-1,-1,0,0,0,-1
2026-08-21 13:14:32.906,15.85384,True,18.80726,1.096013,-8.370171,0.0673076,-0.4166065,0.07971758,0.9030802,-0.7417269,-0.18799,0.6438175,False,-1,-1,0,0,0,-1
2026-08-21 13:14:32.950,15.89802,True,18.80863,1.098617,-8.373729,0.07121667,-0.3854113,0.08555907,0.9160054,-0.6938913,-0.1964206,0.6927726,False,-1,-1,0,0,0,-1
2026-08-21 13:14:32.995,15.94259,True,18.80917,1.101142,-8.377374,0.07123248,-0.3659606,0.09457404,0.923068,-0.6621396,-0.2007256,0.7219975,False,-1,-1,0,0,0,-1
2026-08-21 13:14:33.029,15.97603,True,18.80931,1.103135,-8.3815,0.07057907,-0.3487924,0.1016962,0.9289889,-0.6336933,-0.202076,0.746725,False,-1,-1,0,0,0,-1
2026-08-21 13:14:33.063,16.00993,True,18.80889,1.105505,-8.38586,0.06862467,-0.3320803,0.1085687,0.9344657,-0.6057343,-0.2003619,0.7700266,False,-1,-1,0,0,0,-1
2026-08-21 13:14:33.107,16.05403,True,18.80776,1.109157,-8.391528,0.06312957,-0.3096552,0.1219189,0.9408848,-0.5673063,-0.1943009,0.8002567,False,-1,-1,0,0,0,-1
2026-08-21 13:14:33.150,16.09783,True,18.80624,1.111595,-8.401017,0.0711863,-0.2762059,0.1321328,0.949307,-0.5055964,-0.208147,0.8372856,False,-1,-1,0,0,0,-1
2026-08-21 13:14:33.184,16.13153,True,18.80493,1.112595,-8.405621,0.07692517,-0.2628806,0.1340238,0.9523728,-0.480101,-0.2169874,0.8499526,False,-1,-1,0,0,0,-1
2026-08-21 13:14:33.228,16.176,True,18.80196,1.114081,-8.411195,0.07435756,-0.2458672,0.1402534,0.9562162,-0.4493465,-0.2111712,0.8680406,False,-1,-1,0,0,0,-1
