RealTime,UnityTime,GazeValid,GazeOriginX,GazeOriginY,GazeOriginZ,GazeRotX,GazeRotY,GazeRotZ,GazeRotW,GazeDirX,GazeDirY,GazeDirZ,HitPainting,ImageX,ImageY,HitPointX,HitPointY,HitPointZ,HitDistance
2026-06-29 13:12:49.831,0,False,19.099,1.36144,-9.44,0,0,0,0,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 13:12:51.507,0.3533333,False,18.48682,0.7117757,-9.44429,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 13:12:51.550,0.3993274,False,18.4778,0.7722563,-9.471483,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 13:12:51.587,0.4358296,False,18.47625,0.785073,-9.479897,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 13:12:51.627,0.4765843,False,18.47203,0.808596,-9.494449,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 13:12:51.671,0.5201924,False,18.47466,0.829789,-9.506744,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 13:12:51.708,0.5568451,False,18.48269,0.8461319,-9.514793,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 13:12:51.748,0.5974202,False,18.49838,0.8670079,-9.522629,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 13:12:51.782,0.6309285,False,18.51374,0.882193,-9.525949,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 13:12:51.815,0.6642813,False,18.52945,0.8960653,-9.527208,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 13:12:51.860,0.7086985,False,18.55317,0.9102427,-9.528051,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 13:12:51.893,0.7421913,False,18.57162,0.9182541,-9.52561,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 13:12:51.926,0.7756187,False,18.59009,0.9242361,-9.521858,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 13:12:51.960,0.809261,False,18.60868,0.9280475,-9.51482,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
2026-06-29 13:12:52.008,0.8570241,False,18.63252,0.931312,-9.501227,0,0,0,1,0,0,-1,False,-1,-1,0,0,0,-1
